SNAPSHOT_DATE,WINDOW,GROUP,CATEGORY,RANK,CODE,NAME,VALUE
20260917,10D,PASSIVE,BUY_SECTOR,6,,輸送用機器,12737628760.0
20260917,10D,PASSIVE,BUY_SECTOR,7,,化学,9885405101.0
20260917,10D,PASSIVE,BUY_SECTOR,8,,サービス業,9084217327.0
20260917,10D,PASSIVE,BUY_SECTOR,9,,非鉄金属,7989963122.0
20260917,10D,PASSIVE,BUY_SECTOR,10,,医薬品,7898812131.0
20260917,10D,PASSIVE,SELL_SECTOR,1,,ガラス・土石製品,-692612079.0
20260917,10D,PASSIVE,SELL_SECTOR,2,,-,995400.0
20260917,10D,PASSIVE,SELL_SECTOR,3,,水産・農林業,160805850.0
20260917,10D,PASSIVE,SELL_SECTOR,4,,倉庫・運輸関連業,368796922.0
20260917,10D,PASSIVE,SELL_SECTOR,5,,パルプ・紙,468071538.0
20260917,10D,PASSIVE,SELL_SECTOR,6,,空運業,649111250.0
20260917,10D,PASSIVE,SELL_SECTOR,7,,繊維製品,773526873.0
20260917,10D,PASSIVE,SELL_SECTOR,8,,鉱業,802579384.0
20260917,10D,PASSIVE,SELL_SECTOR,9,,金属製品,1055673065.0
20260917,10D,PASSIVE,SELL_SECTOR,10,,石油・石炭製品,1182243716.0
